#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN10221653	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Pork Chops bone-in	PDT000395160.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:16Z
SAMN10221652	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Ground Beef	PDT000395161.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:16Z
SAMN10221657	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Wings	PDT000395162.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:16Z
SAMN10221656	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395163.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:16Z
SAMN10221476	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Thighs	PDT000395164.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221402	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	ground turkey	PDT000395165.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221481	E.coli and Shigella	Escherichia coli	environmental/other	USA:OR	Chicken Wings	PDT000395166.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221316	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Chicken Wings	PDT000395167.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221317	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Chicken Breasts	PDT000395168.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221480	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	ground turkey	PDT000395169.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221308	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395170.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:17Z
SAMN10221309	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395171.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221296	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops bone-in	PDT000395172.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221297	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Thighs	PDT000395173.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221191	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000395174.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221190	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000395175.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221193	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000395176.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:18Z
SAMN10221192	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Chicken Thighs	PDT000395177.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221195	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000395178.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221194	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000395179.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221197	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Breasts	PDT000395180.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221196	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops bone-in	PDT000395181.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221290	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395182.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:19Z
SAMN10221291	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops	PDT000395183.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:20Z
SAMN10221292	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Breasts	PDT000395184.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:20Z
SAMN10221293	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Mixed Parts	PDT000395185.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:20Z
SAMN10221294	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395186.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:20Z
SAMN10221295	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395187.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:20Z
SAMN10221285	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Ground Beef	PDT000395188.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221477	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395189.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221027	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops	PDT000395190.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221026	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops	PDT000395191.1	ciprofloxacin	resistant	==	0.5	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221023	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395192.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221022	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395193.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:21Z
SAMN10221025	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Pork Chops	PDT000395194.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221024	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Ground Beef	PDT000395195.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221019	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395196.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221018	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395197.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221021	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395198.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221020	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395199.1	ciprofloxacin	susceptible	==	0.06	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:22Z
SAMN10221087	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395200.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221086	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Pork Chops	PDT000395201.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221083	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395202.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221082	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Chicken Wings	PDT000395203.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221085	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Ground Beef	PDT000395204.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221084	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395205.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:23Z
SAMN10221079	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Chicken Thighs	PDT000395206.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221078	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Chicken Thighs	PDT000395207.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221081	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395208.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221080	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395209.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221202	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395210.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221203	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395211.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:24Z
SAMN10221204	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395212.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:25Z
SAMN10221205	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Pork Chops	PDT000395213.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:25Z
SAMN10221198	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395214.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:25Z
SAMN10221199	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395215.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:25Z
SAMN10221200	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Pork Chops	PDT000395216.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:25Z
SAMN10221201	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Breasts	PDT000395217.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221496	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Ground Beef	PDT000395218.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221497	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Ground Beef	PDT000395219.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221206	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Breasts	PDT000395220.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221207	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395221.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221663	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395222.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221662	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Chicken Breasts	PDT000395223.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:26Z
SAMN10221665	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Chicken Legs	PDT000395224.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221664	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395225.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221659	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395226.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221658	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	ground turkey	PDT000395227.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221661	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395228.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221660	E.coli and Shigella	Escherichia coli	environmental/other	USA:TN	Ground Beef	PDT000395229.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:27Z
SAMN10221667	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	ground turkey	PDT000395230.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221666	E.coli and Shigella	Escherichia coli	environmental/other	USA:TX	Chicken Breasts	PDT000395231.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221453	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395232.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221452	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395233.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221455	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	ground turkey	PDT000395234.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221454	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Chicken Wings	PDT000395235.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:28Z
SAMN10221449	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Ground Beef	PDT000395236.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221448	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Ground Beef	PDT000395237.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221451	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Chicken Legs	PDT000395238.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221450	E.coli and Shigella	Escherichia coli	environmental/other	USA:KS	Pork Chops	PDT000395239.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221457	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Pork Chops	PDT000395240.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221456	E.coli and Shigella	Escherichia coli	environmental/other	USA:MD	Beef Patties	PDT000395241.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:29Z
SAMN10221547	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Chicken Thighs	PDT000395242.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:30Z
SAMN10221546	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Ground Beef	PDT000395243.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:30Z
SAMN10221366	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000395244.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:30Z
SAMN10221367	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000395245.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:30Z
SAMN10221364	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Chicken Wings	PDT000395246.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:30Z
SAMN10221365	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Mixed Parts	PDT000395247.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221362	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000395248.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221363	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Ground Beef	PDT000395249.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221360	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	Chicken Thighs	PDT000395250.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221361	E.coli and Shigella	Escherichia coli	environmental/other	USA:SC	ground turkey	PDT000395251.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221358	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Chicken Breasts	PDT000395252.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:31Z
SAMN10221359	E.coli and Shigella	Escherichia coli	environmental/other	USA:PA	Ground Beef	PDT000395253.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221541	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Ground Beef	PDT000395254.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221540	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Ground Beef	PDT000395255.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221045	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395256.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221626	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000395257.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221627	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	ground turkey	PDT000395258.1	ciprofloxacin	susceptible	==	0.03	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:32Z
SAMN10221044	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	ground turkey	PDT000395259.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221620	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000395260.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221621	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000395261.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221618	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000395262.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221619	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	ground turkey	PDT000395263.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221624	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Pork Chops	PDT000395264.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:33Z
SAMN10221625	E.coli and Shigella	Escherichia coli	environmental/other	USA:CO	Chicken Legs	PDT000395265.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10221622	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000395266.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10221623	E.coli and Shigella	Escherichia coli	environmental/other	USA:SD	Ground Beef	PDT000395267.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10221005	E.coli and Shigella	Escherichia coli	environmental/other	USA:IA	Chicken Wings	PDT000395268.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10220979	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000395269.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10220978	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000395270.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:34Z
SAMN10220981	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000395271.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:35Z
SAMN10220980	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	ground turkey	PDT000395272.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:35Z
SAMN10220983	E.coli and Shigella	Escherichia coli	environmental/other	USA:GA	Pork Chops	PDT000395273.1	ciprofloxacin	susceptible	<=	0.015	NA	Sensititre	Trek	GM-NEG	CLSI	2018-10-23T15:36:35Z
